# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167468,     72002,     72170,    167224,    167008
    167492,     72029,     72227,    167248,    167065
    167469,     72004,     72180,    167224,    167018
    167458,     71994,     72192,    167214,    167030
    167452,     71987,     72197,    167207,    167035
    167494,     72029,     72245,    167249,    167083
    167445,     71977,     72154,    167201,    166992
    167494,     72025,     72252,    167249,    167090
    167486,     72018,     72195,    167241,    167033
    167536,     72070,     72253,    167292,    167091
    167465,     72004,     72132,    167221,    166970
    167481,     72015,     72219,    167237,    167057
    167476,     72001,     72198,    167232,    167036
    167476,     71999,     72203,    167232,    167041
    167463,     71995,     72190,    167218,    167028
    167496,     72028,     72236,    167252,    167074
    167464,     71997,     72171,    167220,    167009
    167473,     72008,     72212,    167229,    167050
    167469,     71998,     72199,    167224,    167037
    167447,     71978,     72181,    167203,    167019
    167491,     72023,     72247,    167246,    167085
    167462,     71991,     72174,    167217,    167012
    167465,     71999,     72206,    167220,    167044
    167474,     72008,     72212,    167229,    167050
    167471,     72001,     72200,    167227,    167038
    167476,     72009,     72208,    167232,    167046
    167469,     72002,     72196,    167225,    167034
    167475,     72007,     72209,    167230,    167047
    167448,     71984,     72176,    167204,    167014
    167473,     72011,     72228,    167228,    167066
    167469,     72000,     72199,    167224,    167037
    167448,     71980,     72182,    167203,    167020
    167462,     71992,     72217,    167217,    167055
    167429,     71969,     72170,    167185,    167008
    167476,     72009,     72250,    167232,    167088
    167451,     71981,     72178,    167206,    167016
    167473,     72001,     72225,    167229,    167063
    167484,     72024,     72214,    167240,    167052
    167478,     72012,     72197,    167234,    167035
    167481,     72015,     72206,    167237,    167044
    167487,     72021,     72209,    167242,    167047
    167487,     72025,     72203,    167242,    167041
    167465,     72000,     72181,    167220,    167019
    167480,     72014,     72218,    167236,    167056
    167511,     72044,     72234,    167266,    167072
    167496,     72033,     72188,    167251,    167026
    167488,     72023,     72195,    167243,    167033
    167511,     72046,     72226,    167266,    167064
    167490,     72017,     72182,    167246,    167020
    167539,     72070,     72252,    167295,    167090
    167520,     72051,     72184,    167275,    167022
    167542,     72079,     72225,    167297,    167063
    167539,     72073,     72200,    167294,    167038
    167498,     72032,     72162,    167253,    167000
    167519,     72049,     72224,    167274,    167062
    167492,     72027,     72176,    167247,    167014
    167485,     72025,     72196,    167241,    167034
    167489,     72023,     72207,    167245,    167045
    167515,     72047,     72229,    167270,    167067
    167471,     72005,     72159,    167227,    166997
    167545,     72079,     72277,    167301,    167115
    167477,     72007,     72135,    167232,    166973
    167520,     72057,     72246,    167276,    167084
    167500,     72037,     72183,    167256,    167021
    167530,     72060,     72233,    167286,    167071
    167506,     72040,     72179,    167261,    167017
    167528,     72057,     72225,    167283,    167063
    167522,     72057,     72197,    167277,    167035
    167570,     72097,     72251,    167325,    167089
    167548,     72075,     72181,    167303,    167019
    167504,     72032,     72159,    167260,    166997
    167488,     72025,     72187,    167244,    167025
    167458,     71995,     72173,    167214,    167011
    167474,     71997,     72219,    167230,    167057
    167492,     72026,     72221,    167248,    167059
    167508,     72034,     72219,    167263,    167057
    167517,     72047,     72212,    167273,    167050
    167457,     71991,     72143,    167213,    166981
    167470,     72001,     72216,    167226,    167054
    167489,     72022,     72222,    167244,    167060
    167502,     72031,     72216,    167257,    167054
    167490,     72022,     72191,    167245,    167029
    167477,     72013,     72190,    167233,    167028
    167499,     72033,     72225,    167255,    167063
    167491,     72027,     72195,    167247,    167033
    167502,     72033,     72214,    167258,    167052
    167500,     72037,     72201,    167256,    167039
    167526,     72060,     72229,    167282,    167067
    167515,     72047,     72192,    167271,    167030
    167493,     72031,     72181,    167249,    167019
    167479,     72013,     72189,    167235,    167027
    167490,     72021,     72214,    167246,    167052
    167437,     71972,     72150,    167192,    166988
    167488,     72015,     72254,    167244,    167092
    167453,     71989,     72168,    167209,    167006
    167482,     72012,     72232,    167238,    167070
    167470,     72007,     72191,    167225,    167029
    167496,     72027,     72229,    167252,    167067
    167504,     72038,     72211,    167260,    167049
    167507,     72039,     72206,    167262,    167044
    167509,     72042,     72205,    167265,    167043
    167493,     72022,     72187,    167249,    167025
    167514,     72045,     72224,    167270,    167062
    167480,     72010,     72169,    167235,    167007
    167472,     72008,     72195,    167228,    167033
    167536,     72069,     72267,    167292,    167105
    167533,     72068,     72200,    167289,    167038
    167499,     72030,     72169,    167254,    167007
    167509,     72046,     72213,    167265,    167051
    167509,     72038,     72203,    167264,    167041
    167496,     72016,     72190,    167251,    167028
    167514,     72038,     72221,    167269,    167059
    167480,     72005,     72169,    167235,    167007
    167483,     72011,     72206,    167239,    167044
    167495,     72025,     72215,    167250,    167053
    167456,     71988,     72164,    167211,    167002
    167470,     72001,     72217,    167226,    167055
    167440,     71971,     72173,    167196,    167011
    167491,     72022,     72254,    167247,    167092
    167466,     72001,     72178,    167221,    167016
    167475,     72011,     72212,    167231,    167050
    167520,     72054,     72248,    167276,    167086
    167502,     72033,     72185,    167257,    167023
    167533,     72061,     72234,    167289,    167072
