#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
        26,        29,        25,        11,        26
       -30,       -33,       -29,       -12,       -30
        28,        32,        27,        12,        28
       -18,       -19,       -17,        -8,       -18
         8,         7,         8,         3,         8
        10,        11,         9,         5,        10
         3,        -5,         3,         1,         3
       -22,       -17,       -21,       -10,       -22
        32,        28,        31,        14,        32
       -31,       -23,       -31,       -13,       -31
        -5,        -6,        -4,        -2,        -5
        11,         6,        10,         4,        11
        32,        36,        32,        14,        32
       -26,       -24,       -25,       -11,       -26
        42,        32,        42,        18,        42
        22,        25,        22,         9,        22
       -47,       -47,       -48,       -20,       -47
       -34,       -27,       -33,       -14,       -34
        45,        44,        44,        19,        45
       -35,       -38,       -34,       -15,       -35
        19,        19,        19,         8,        19
       -30,       -27,       -30,       -13,       -30
        80,        71,        80,        34,        80
       -95,       -97,       -96,       -40,       -95
        46,        56,        47,        19,        46
       -43,       -47,       -44,       -18,       -43
        31,        36,        32,        13,        31
       -20,       -19,       -20,        -8,       -20
        -9,       -15,        -9,        -4,        -9
        17,        16,        17,         7,        17
       -29,       -25,       -30,       -12,       -29
        31,        34,        32,        13,        31
        -9,       -14,        -9,        -4,        -9
        18,        11,        17,         8,        18
         0,         7,         1,         0,         0
       -15,       -17,       -15,        -6,       -15
         1,        -4,         1,         0,         1
        14,        19,        13,         6,        14
        13,        13,        14,         5,        13
       -20,       -23,       -20,        -8,       -20
         4,        10,         4,         2,         4
        -8,        -5,        -8,        -4,        -8
       -13,       -25,       -14,        -5,       -13
        13,        19,        13,         5,        13
         7,         8,         7,         3,         7
        -1,         2,         0,         0,        -1
        40,        31,        40,        17,        40
       -47,       -39,       -48,       -20,       -47
       -27,       -34,       -26,       -12,       -27
        49,        47,        49,        21,        49
       -15,       -10,       -15,        -6,       -15
        20,        17,        19,         8,        20
       -40,       -39,       -39,       -17,       -40
        26,        28,        26,        11,        26
         8,         6,         8,         4,         8
         5,        11,         4,         2,         5
        -8,        -9,        -7,        -3,        -8
         8,         4,         7,         3,         8
        -5,        -2,        -4,        -2,        -5
         0,         5,         0,         0,         0
        -9,       -20,       -10,        -4,        -9
        39,        47,        40,        16,        39
       -24,       -23,       -25,       -10,       -24
        22,        18,        23,        10,        22
       -30,       -35,       -30,       -13,       -30
        -5,         1,        -6,        -2,        -5
        35,        40,        36,        15,        35
       -65,       -71,       -65,       -28,       -65
        33,        29,        33,        14,        33
       -30,       -25,       -30,       -13,       -30
        15,        20,        14,         7,        15
        -3,        -5,        -3,        -2,        -3
        16,        20,        17,         7,        16
        30,        22,        29,        13,        30
       -49,       -50,       -48,       -21,       -49
        -8,        -3,        -9,        -3,        -8
         2,         3,         3,         1,         2
        -7,        -3,        -7,        -3,        -7
       -44,       -52,       -44,       -19,       -44
        32,        31,        32,        14,        32
        42,        47,        42,        17,        42
       -33,       -35,       -34,       -14,       -33
        26,        22,        27,        11,        26
       -23,       -25,       -23,        -9,       -23
        22,        20,        21,         9,        22
       -14,        -6,       -13,        -6,       -14
         2,         0,         1,         1,         2
        10,         4,        10,         4,        10
       -22,        -9,       -21,        -9,       -22
         8,         1,         7,         3,         8
        -8,        -3,        -7,        -3,        -8
       -10,       -22,       -10,        -4,       -10
        23,        30,        22,         9,        23
        23,        20,        24,        10,        23
       -20,       -15,       -20,        -8,       -20
        30,        28,        30,        12,        30
        11,        14,        11,         5,        11
       -27,       -35,       -27,       -11,       -27
       -25,       -24,       -25,       -11,       -25
        36,        45,        35,        15,        36
         0,        -8,         0,         0,         0
        -9,       -12,        -9,        -4,        -9
        18,        23,        19,         8,        18
       -29,       -31,       -29,       -12,       -29
        10,        13,        10,         4,        10
       -65,       -66,       -65,       -28,       -65
        91,        88,        91,        39,        91
       -66,       -65,       -66,       -28,       -66
        -4,        -8,        -5,        -2,        -4
        61,        58,        62,        26,        61
       -19,        -5,       -19,        -8,       -19
        -6,       -12,        -6,        -2,        -6
       -24,       -21,       -25,       -11,       -24
        19,        17,        20,         8,        19
       -46,       -43,       -46,       -19,       -46
        61,        59,        61,        26,        61
       -26,       -29,       -27,       -11,       -26
       -15,       -13,       -14,        -7,       -15
        23,        24,        22,        10,        23
        43,        45,        43,        18,        43
       -42,       -44,       -42,       -17,       -42
        11,        10,        12,         4,        11
       -10,       -10,       -10,        -4,       -10
       -22,       -22,       -22,        -9,       -22
         9,        13,         9,         4,         9
       -26,       -24,       -26,       -11,       -26
        69,        72,        69,        29,        69
       -12,       -24,       -12,        -5,       -12
        -6,        -3,        -6,        -3,        -6
       -32,       -27,       -32,       -13,       -32
         6,         2,         6,         2,         6
       -23,       -29,       -24,       -10,       -23
         9,        19,        10,         4,         9
         1,        -2,         1,         1,         1
        38,        32,        38,        16,        38
       -10,        -2,       -11,        -5,       -10
       -29,       -33,       -29,       -12,       -29
        16,        23,        16,         7,        16
        15,        16,        16,         6,        15
       -17,       -18,       -17,        -7,       -17
        24,        21,        24,        10,        24
       -33,       -39,       -33,       -14,       -33
        11,        16,        11,         5,        11
        -7,        -4,        -7,        -3,        -7
        19,        14,        19,         8,        19
        -7,       -10,        -7,        -3,        -7
       -12,       -13,       -13,        -5,       -12
        -7,        -3,        -6,        -3,        -7
        27,        34,        27,        11,        27
       -33,       -44,       -33,       -13,       -33
        -6,         3,        -6,        -3,        -6
        18,        12,        18,         8,        18
        26,        26,        26,        11,        26
       -30,       -30,       -30,       -13,       -30
         5,         8,         5,         2,         5
        -8,        -8,        -9,        -3,        -8
         2,         4,         2,         0,         2
         1,        -2,         2,         1,         1
        22,        15,        21,         9,        22
         3,         6,         4,         1,         3
         6,         9,         5,         3,         6
         1,         1,         1,         0,         1
       -30,       -30,       -29,       -12,       -30
        12,         9,        12,         5,        12
       -28,       -18,       -28,       -12,       -28
        30,        20,        29,        13,        30
         9,        14,        10,         3,         9
        17,        14,        16,         8,        17
       -43,       -45,       -43,       -19,       -43
       -13,       -15,       -13,        -5,       -13
       -19,       -13,       -19,        -8,       -19
        35,        36,        36,        15,        35
        10,         9,        10,         4,        10
       -21,       -23,       -21,        -9,       -21
         8,        10,         7,         3,         8
       -17,       -17,       -16,        -7,       -17
        14,        15,        13,         6,        14
        18,        15,        19,         8,        18
       -32,       -29,       -32,       -14,       -32
         2,         2,         1,         1,         2
        37,        36,        38,        16,        37
       -55,       -52,       -56,       -23,       -55
        15,        13,        16,         6,        15
        10,        10,        10,         4,        10
         9,         8,         8,         4,         9
        23,        26,        24,        10,        23
        18,        16,        18,         7,        18
       -58,       -63,       -59,       -24,       -58
         2,         4,         2,         1,         2
        44,        42,        44,        18,        44
        14,        12,        14,         6,        14
       -41,       -41,       -41,       -17,       -41
       -18,        -8,       -18,        -8,       -18
         4,        -2,         5,         2,         4
        -6,         0,        -7,        -3,        -6
       -18,       -23,       -18,        -7,       -18
        51,        52,        51,        21,        51
         0,        -3,         0,         0,         0
       -35,       -31,       -35,       -15,       -35
        34,        26,        34,        15,        34
       -27,       -19,       -26,       -12,       -27
        59,        58,        58,        25,        59
        -5,        -8,        -5,        -2,        -5
        -7,        -6,        -7,        -3,        -7
       -29,       -29,       -29,       -12,       -29
       -25,       -22,       -24,       -11,       -25
        54,        56,        54,        23,        54
         1,        -5,         1,         1,         1
       -27,       -28,       -28,       -12,       -27
        43,        39,        44,        18,        43
        -9,        -8,        -9,        -3,        -9
       -15,       -10,       -15,        -7,       -15
        38,        36,        38,        16,        38
       -17,       -16,       -17,        -7,       -17
       -13,        -7,       -14,        -5,       -13
       -46,       -50,       -45,       -20,       -46
        18,        17,        18,         8,        18
       -27,       -22,       -27,       -12,       -27
        68,        66,        68,        29,        68
       -27,       -28,       -27,       -11,       -27
       -55,       -56,       -56,       -23,       -55
        12,        10,        13,         5,        12
         8,        12,         8,         3,         8
       -21,       -19,       -21,        -9,       -21
        20,        17,        20,         9,        20
         0,         0,        -1,         0,         0
        48,        51,        49,        20,        48
       -12,       -10,       -12,        -5,       -12
         1,        -8,         1,         0,         1
        15,        17,        15,         7,        15
       -35,       -32,       -35,       -15,       -35
        17,         6,        17,         7,        17
       -17,        -9,       -17,        -7,       -17
         7,         8,         6,         3,         7
        40,        46,        40,        17,        40
       -62,       -65,       -62,       -27,       -62
        31,        28,        32,        14,        31
        -7,        -9,        -7,        -3,        -7
        36,        39,        35,        15,        36
       -28,       -28,       -28,       -12,       -28
        12,        15,        13,         5,        12
         0,        -2,         0,         0,         0
       -39,       -38,       -39,       -16,       -39
         9,        11,         9,         3,         9
         6,         1,         6,         3,         6
         4,         9,         4,         2,         4
        10,         6,        10,         4,        10
         5,         3,         4,         2,         5
       -27,       -24,       -27,       -12,       -27
        30,        19,        30,        13,        30
        26,        38,        27,        11,        26
       -16,       -21,       -17,        -7,       -16
         7,         6,         7,         3,         7
        17,        22,        18,         8,        17
       -59,       -58,       -59,       -25,       -59
        42,        38,        41,        17,        42
        -7,        -7,        -7,        -3,        -7
       -13,        -7,       -12,        -5,       -13
        -2,        -4,        -2,        -1,        -2
        16,        12,        15,         7,        16
         8,        10,         9,         3,         8
       -54,       -49,       -55,       -23,       -54
        38,        38,        38,        16,        38
       -17,       -24,       -16,        -7,       -17
        57,        51,        57,        24,        57
       -35,       -26,       -35,       -14,       -35
       -19,       -25,       -19,        -8,       -19
        10,        10,        10,         4,        10
       -24,       -27,       -24,       -10,       -24
        21,        29,        21,         8,        21
        -4,        -6,        -5,        -1,        -4
        40,        42,        41,        17,        40
       -16,       -15,       -16,        -7,       -16
       -39,       -37,       -39,       -17,       -39
        11,        13,        10,         5,        11
         6,         0,         7,         3,         6
       -39,       -40,       -39,       -17,       -39
       -11,       -11,       -11,        -5,       -11
        79,        71,        78,        34,        79
       -23,       -14,       -23,       -10,       -23
        -7,       -10,        -7,        -3,        -7
        39,        42,        40,        17,        39
       -17,       -28,       -17,        -7,       -17
         7,        20,         7,         2,         7
       -15,       -19,       -15,        -6,       -15
        19,        23,        18,         8,        19
       -29,       -22,       -28,       -12,       -29
       -31,       -38,       -31,       -13,       -31
        32,        33,        31,        13,        32
        28,        25,        28,        12,        28
       -19,       -11,       -18,        -8,       -19
        -9,       -15,       -10,        -4,        -9
        -3,        -3,        -2,        -1,        -3
        -4,        -5,        -5,        -2,        -4
        17,        19,        18,         8,        17
        36,        32,        36,        15,        36
       -23,       -26,       -23,       -10,       -23
        33,        42,        33,        14,        33
       -19,       -34,       -19,        -8,       -19
       -25,       -10,       -25,       -11,       -25
        13,        10,        13,         6,        13
        15,         9,        15,         6,        15
       -37,       -36,       -38,       -15,       -37
        37,        36,        38,        15,        37
       -41,       -35,       -42,       -17,       -41
        20,        26,        21,         8,        20
       -24,       -30,       -24,       -10,       -24
         7,         4,         6,         3,         7
       -38,       -42,       -38,       -16,       -38
        42,        54,        43,        18,        42
        -5,        -9,        -5,        -2,        -5
       -41,       -44,       -42,       -18,       -41
        58,        60,        59,        25,        58
       -20,       -16,       -20,        -9,       -20
       -34,       -40,       -35,       -14,       -34
         7,        15,         7,         3,         7
        36,        28,        36,        15,        36
         3,         4,         4,         2,         3
        -8,        -3,        -9,        -4,        -8
        -4,        -8,        -3,        -2,        -4
       -31,       -28,       -31,       -13,       -31
        11,        14,        11,         5,        11
        28,        22,        28,        12,        28
       -57,       -57,       -58,       -24,       -57
        33,        39,        34,        14,        33
        11,         5,        10,         4,        11
         8,         5,         9,         4,         8
        18,        22,        18,         7,        18
       -36,       -43,       -36,       -15,       -36
        42,        45,        42,        18,        42
       -31,       -28,       -32,       -13,       -31
       -38,       -37,       -38,       -16,       -38
        19,        17,        19,         8,        19
        39,        43,        40,        16,        39
        17,         6,        16,         7,        17
       -35,       -35,       -35,       -14,       -35
        -9,        -4,        -8,        -4,        -9
        67,        69,        67,        28,        67
       -37,       -33,       -37,       -15,       -37
       -13,       -17,       -14,        -6,       -13
         0,        -5,         1,         0,         0
       -16,       -13,       -17,        -7,       -16
        13,        10,        13,         6,        13
         5,        14,         5,         2,         5
        11,         8,        11,         5,        11
        -1,         4,         0,        -1,        -1
       -36,       -42,       -37,       -15,       -36
        18,        14,        18,         7,        18
        45,        37,        45,        20,        45
       -45,       -31,       -45,       -20,       -45
        -1,        -2,         0,         0,        -1
         9,         8,         9,         4,         9
       -33,       -31,       -34,       -14,       -33
         7,         5,         8,         3,         7
       -31,       -25,       -31,       -13,       -31
        40,        42,        40,        17,        40
       -38,       -40,       -38,       -16,       -38
        41,        33,        40,        17,        41
       -47,       -47,       -46,       -20,       -47
        53,        50,        53,        22,        53
       -21,       -19,       -21,        -8,       -21
         4,        12,         3,         1,         4
       -25,       -25,       -25,       -10,       -25
        -3,        -8,        -2,        -2,        -3
        -6,        -6,        -7,        -2,        -6
        10,        14,        11,         4,        10
        41,        35,        40,        17,        41
        10,         1,        11,         5,        10
       -28,       -23,       -28,       -12,       -28
        30,        35,        29,        13,        30
        30,        23,        30,        12,        30
       -49,       -37,       -48,       -20,       -49
       -43,       -43,       -43,       -19,       -43
        28,        25,        27,        12,        28
         0,         5,         1,         0,         0
        22,        20,        21,         9,        22
         3,         1,         3,         2,         3
        31,        23,        32,        13,        31
       -37,       -31,       -37,       -16,       -37
       -29,       -24,       -30,       -12,       -29
        25,        19,        26,        11,        25
       -26,       -27,       -26,       -11,       -26
        -7,        -1,        -7,        -3,        -7
         8,        11,         8,         3,         8
        18,         8,        18,         8,        18
       -15,       -12,       -15,        -7,       -15
        45,        49,        44,        19,        45
       -40,       -45,       -40,       -17,       -40
         1,        11,         2,         1,         1
        19,        10,        19,         8,        19
       -20,       -23,       -21,        -9,       -20
       -32,       -22,       -31,       -13,       -32
        52,        51,        52,        22,        52
        15,         9,        15,         6,        15
        19,        23,        19,         8,        19
       -27,       -40,       -27,       -11,       -27
       -58,       -49,       -58,       -25,       -58
        70,        72,        69,        30,        70
       -11,       -18,       -11,        -5,       -11
        -1,        -9,         0,         0,        -1
        63,        68,        63,        26,        63
       -45,       -33,       -46,       -19,       -45
       -40,       -40,       -39,       -17,       -40
       107,       103,       107,        46,       107
       -81,       -81,       -81,       -35,       -81
        -2,         3,        -3,         0,        -2
       -11,       -20,       -11,        -5,       -11
         5,         2,         5,         2,         5
       -21,       -11,       -20,        -9,       -21
        52,        56,        51,        22,        52
        11,        -3,        11,         5,        11
       -64,       -50,       -63,       -27,       -64
        14,        11,        14,         6,        14
       -24,       -22,       -24,       -10,       -24
        19,        16,        19,         8,        19
        36,        32,        35,        15,        36
       -47,       -42,       -47,       -20,       -47
         5,         2,         6,         2,         5
        11,         2,        10,         5,        11
        -4,         3,        -4,        -2,        -4
         9,         5,        10,         4,         9
        15,        17,        15,         6,        15
       -51,       -48,       -51,       -21,       -51
        35,        33,        35,        14,        35
       -24,       -27,       -24,       -10,       -24
        18,        24,        18,         8,        18
        -3,        -9,        -3,        -1,        -3
       -13,        -4,       -13,        -6,       -13
        32,        30,        31,        14,        32
       -26,       -25,       -26,       -11,       -26
       -20,       -19,       -19,        -9,       -20
        47,        42,        47,        20,        47
        15,        15,        14,         6,        15
       -53,       -46,       -52,       -22,       -53
        45,        37,        45,        19,        45
       -45,       -41,       -46,       -19,       -45
        19,        19,        19,         8,        19
        -6,       -13,        -5,        -3,        -6
        24,        28,        24,        11,        24
       -65,       -61,       -66,       -28,       -65
        58,        59,        58,        25,        58
        -8,       -10,        -8,        -4,        -8
        23,        16,        24,        10,        23
       -36,       -36,       -36,       -15,       -36
       -15,       -14,       -15,        -7,       -15
        30,        30,        30,        13,        30
       -51,       -52,       -51,       -21,       -51
        69,        71,        69,        29,        69
        13,         8,        13,         5,        13
        15,        24,        15,         7,        15
       -69,       -72,       -70,       -30,       -69
        13,        13,        14,         6,        13
        17,        16,        17,         7,        17
        28,        27,        27,        12,        28
       -41,       -32,       -41,       -17,       -41
        59,        49,        59,        25,        59
       -49,       -46,       -48,       -21,       -49
       -15,       -17,       -16,        -7,       -15
        -9,        -7,        -8,        -3,        -9
        22,        29,        21,         9,        22
         8,         4,         9,         3,         8
       -43,       -40,       -43,       -18,       -43
        68,        65,        67,        29,        68
       -51,       -50,       -51,       -22,       -51
        11,         4,        11,         5,        11
       -16,       -16,       -15,        -7,       -16
       -23,       -17,       -23,       -10,       -23
        48,        44,        48,        21,        48
         4,         6,         4,         1,         4
        -6,         2,        -6,        -2,        -6
        -3,       -14,        -3,        -1,        -3
       -13,        -6,       -13,        -6,       -13
        17,        15,        16,         7,        17
        31,        28,        32,        13,        31
       -64,       -60,       -65,       -27,       -64
         5,         4,         6,         3,         5
        28,        29,        28,        11,        28
         0,         2,         0,         0,         0
        74,        72,        74,        32,        74
       -53,       -60,       -53,       -23,       -53
       -15,        -9,       -16,        -6,       -15
        -8,       -11,        -8,        -3,        -8
        -5,        -3,        -4,        -3,        -5
       -17,       -17,       -17,        -7,       -17
        51,        43,        51,        22,        51
        -6,         3,        -6,        -3,        -6
       -22,       -22,       -22,        -9,       -22
        29,        30,        28,        12,        29
       -51,       -58,       -50,       -21,       -51
        28,        34,        28,        11,        28
       -21,       -25,       -22,        -8,       -21
        22,        27,        23,         9,        22
         8,        10,         8,         3,         8
        -9,        -6,        -9,        -4,        -9
        20,         5,        19,         9,        20
       -18,       -16,       -17,        -8,       -18
       -27,       -19,       -28,       -11,       -27
         9,        13,        10,         4,         9
        13,        11,        12,         5,        13
       -25,       -30,       -25,       -10,       -25
        27,        27,        28,        11,        27
        19,        17,        18,         8,        19
       -24,       -17,       -23,       -10,       -24
        16,         7,        15,         7,        16
       -17,       -11,       -16,        -7,       -17
        10,        10,        10,         4,        10
       -12,       -11,       -12,        -5,       -12
       -22,       -18,       -22,       -10,       -22
       -19,       -21,       -19,        -8,       -19
        51,        50,        50,        22,        51
       -36,       -36,       -35,       -15,       -36
         1,        -1,         1,         0,         1
        10,         8,         9,         4,        10
        15,        17,        15,         7,        15
       -16,       -10,       -15,        -7,       -16
       -20,       -25,       -20,        -9,       -20
        69,        68,        69,        30,        69
       -63,       -66,       -63,       -27,       -63
        24,        24,        23,        10,        24
        -3,        -5,        -2,        -1,        -3
         7,        15,         7,         3,         7
        17,        13,        17,         7,        17
        -6,        -8,        -6,        -3,        -6
        -4,       -10,        -4,        -1,        -4
       -25,       -16,       -26,       -11,       -25
        14,        13,        15,         6,        14
         9,        12,         8,         4,         9
       -31,       -33,       -30,       -13,       -31
        18,        15,        18,         7,        18
       -32,       -28,       -32,       -13,       -32
        11,        11,        10,         5,        11
        -5,        -1,        -4,        -3,        -5
       -28,       -27,       -28,       -11,       -28
        46,        43,        46,        19,        46
         6,         3,         6,         3,         6
        10,         7,        10,         4,        10
        -2,         3,        -3,        -1,        -2
        27,        23,        28,        11,        27
       -19,       -20,       -20,        -8,       -19
        -8,        -2,        -8,        -3,        -8
        37,        25,        38,        16,        37
        24,        34,        24,        10,        24
       -21,       -25,       -21,        -9,       -21
       -23,       -18,       -23,       -10,       -23
        17,        15,        17,         7,        17
       -19,       -18,       -20,        -8,       -19
       -41,       -47,       -41,       -17,       -41
        21,        18,        21,         9,        21
       -20,       -20,       -19,        -9,       -20
        13,        15,        13,         6,        13
        13,        22,        13,         5,        13
       -16,       -20,       -16,        -6,       -16
        -5,       -10,        -5,        -2,        -5
        16,        25,        16,         6,        16
        35,        32,        35,        15,        35
       -16,       -10,       -17,        -7,       -16
        42,        25,        43,        18,        42
       -40,       -28,       -40,       -17,       -40
         8,         4,         7,         4,         8
       -28,       -26,       -27,       -12,       -28
        29,        25,        29,        12,        29
       -11,        -7,       -12,        -5,       -11
         3,        -3,         3,         2,         3
       -24,       -21,       -24,       -11,       -24
        11,         5,        12,         5,        11
       -30,       -20,       -31,       -13,       -30
       -34,       -34,       -33,       -14,       -34
        37,        31,        36,        16,        37
         4,        11,         5,         1,         4
        -7,        -9,        -8,        -3,        -7
       -28,       -29,       -27,       -11,       -28
        40,        44,        40,        16,        40
       -40,       -42,       -40,       -16,       -40
        22,        26,        21,         9,        22
        34,        28,        34,        14,        34
       -10,        -4,        -9,        -4,       -10
        -2,       -17,        -3,        -1,        -2
       -13,        -2,       -12,        -5,       -13
        -4,       -10,        -4,        -2,        -4
        22,        29,        21,         9,        22
       -22,       -23,       -21,        -9,       -22
        30,        25,        30,        13,        30
        -6,         1,        -6,        -3,        -6
       -27,       -24,       -27,       -11,       -27
        -6,       -13,        -6,        -3,        -6
        24,        18,        23,        10,        24
        -1,         1,         0,         0,        -1
       -93,       -86,       -94,       -39,       -93
        48,        44,        49,        20,        48
       100,        96,       100,        42,       100
       -51,       -44,       -52,       -21,       -51
         4,         3,         5,         1,         4
        -3,        -6,        -3,        -1,        -3
       -24,       -20,       -25,       -10,       -24
        16,        10,        17,         7,        16
        -1,         2,        -1,        -1,        -1
        21,        19,        20,         9,        21
       -21,       -22,       -21,        -9,       -21
        21,        18,        22,         9,        21
        -9,       -10,        -9,        -4,        -9
        10,        12,         9,         5,        10
       -44,       -41,       -44,       -19,       -44
        20,        29,        21,         8,        20
       -26,       -37,       -26,       -11,       -26
        19,        24,        19,         8,        19
       -13,       -12,       -13,        -5,       -13
        -2,         2,        -2,        -1,        -2
        32,        23,        32,        14,        32
         7,         7,         7,         3,         7
         6,        12,         6,         2,         6
       -25,       -29,       -26,       -10,       -25
         2,         0,         3,         0,         2
        -8,        -4,        -9,        -3,        -8
        -4,        -2,        -4,        -2,        -4
        27,        25,        27,        12,        27
       -27,       -28,       -26,       -12,       -27
        11,         1,        11,         5,        11
       -13,        -6,       -13,        -6,       -13
        -7,        -9,        -8,        -3,        -7
        34,        36,        35,        15,        34
         2,         1,         2,         1,         2
        15,        18,        14,         6,        15
       -19,       -13,       -18,        -8,       -19
       -18,       -18,       -18,        -8,       -18
        36,        29,        35,        16,        36
       -12,        -4,       -12,        -5,       -12
        -6,       -10,        -6,        -3,        -6
        36,        32,        36,        15,        36
       -41,       -36,       -40,       -17,       -41
        -2,        -7,        -3,        -1,        -2
        -2,         1,        -1,        -1,        -2
        28,        20,        28,        12,        28
       -56,       -49,       -56,       -24,       -56
        38,        40,        38,        16,        38
       -11,        -8,       -11,        -4,       -11
         6,         6,         6,         2,         6
         2,        -1,         2,         1,         2
         7,         5,         7,         3,         7
       -18,       -15,       -19,        -7,       -18
       -12,       -15,       -11,        -6,       -12
        25,        26,        24,        11,        25
        -6,         2,        -5,        -3,        -6
         8,         3,         8,         4,         8
        -6,        -5,        -6,        -3,        -6
         0,        -1,        -1,         0,         0
        59,        56,        60,        25,        59
       -20,       -16,       -20,        -8,       -20
       -34,       -36,       -34,       -15,       -34
       -11,       -10,       -12,        -4,       -11
        12,        11,        13,         5,        12
        -7,        -7,        -7,        -3,        -7
        48,        42,        48,        20,        48
        -9,        -3,        -9,        -4,        -9
         7,         3,         7,         3,         7
       -39,       -39,       -40,       -16,       -39
        -8,        -4,        -8,        -4,        -8
         0,        -3,         1,         0,         0
        17,        23,        17,         8,        17
         8,         5,         8,         3,         8
        12,        11,        11,         5,        12
       -16,        -7,       -15,        -7,       -16
        -7,       -22,        -7,        -3,        -7
         5,         9,         5,         3,         5
        12,        18,        11,         5,        12
         4,         6,         5,         1,         4
       -38,       -44,       -38,       -16,       -38
        31,        31,        31,        13,        31
       -15,       -17,       -15,        -6,       -15
       -15,       -11,       -15,        -6,       -15
       -19,       -19,       -19,        -8,       -19
        51,        53,        51,        21,        51
       -10,       -17,       -11,        -4,       -10
       -18,       -11,       -18,        -8,       -18
       -39,       -36,       -39,       -16,       -39
        44,        39,        44,        18,        44
        -2,       -11,        -2,         0,        -2
       -22,       -20,       -21,       -10,       -22
        -1,        11,        -1,         0,        -1
        16,        13,        15,         7,        16
        11,         8,        11,         4,        11
         1,        -7,         1,         1,         1
        -7,        -4,        -7,        -3,        -7
        42,        43,        43,        18,        42
       -21,       -20,       -21,        -9,       -21
        31,        30,        30,        13,        31
       -67,       -63,       -66,       -29,       -67
        22,        11,        21,        10,        22
        13,        27,        14,         5,        13
         4,        -4,         3,         2,         4
       -29,       -22,       -28,       -12,       -29
        53,        51,        52,        22,        53
        15,         4,        15,         6,        15
       -18,        -4,       -17,        -7,       -18
       -35,       -38,       -36,       -15,       -35
       -20,       -20,       -19,        -8,       -20
       -14,        -6,       -14,        -6,       -14
        33,        28,        33,        14,        33
        15,         9,        15,         6,        15
        12,        12,        12,         5,        12
        -7,         0,        -8,        -3,        -7
       -50,       -56,       -49,       -21,       -50
       -47,       -43,       -48,       -20,       -47
        77,        77,        78,        33,        77
       -22,       -27,       -22,       -10,       -22
       -30,       -31,       -30,       -12,       -30
        61,        66,        60,        25,        61
        -8,        -9,        -7,        -3,        -8
        40,        35,        39,        17,        40
       -23,       -15,       -22,       -10,       -23
        12,         7,        11,         5,        12
       -32,       -33,       -31,       -13,       -32
        32,        33,        32,        13,        32
         1,         7,         1,         1,         1
        -3,        -6,        -4,        -2,        -3
       -31,       -32,       -31,       -13,       -31
        23,        27,        24,        10,        23
       -41,       -51,       -41,       -17,       -41
        37,        38,        37,        15,        37
        -9,       -13,        -9,        -3,        -9
        21,        28,        20,         8,        21
       -14,       -12,       -14,        -6,       -14
       -21,       -18,       -20,        -8,       -21
         8,         3,         8,         3,         8
         2,        -3,         2,         1,         2
         7,         0,         6,         3,         7
         1,        10,         2,         0,         1
       -13,       -18,       -13,        -5,       -13
         7,        14,         6,         3,         7
        -9,        -5,        -9,        -4,        -9
       -11,       -11,       -11,        -5,       -11
        -2,        -7,        -2,        -1,        -2
         1,         8,         2,         1,         1
       -19,       -25,       -20,        -8,       -19
         8,         6,         9,         3,         8
       -25,       -23,       -25,       -10,       -25
        36,        37,        35,        15,        36
        29,        29,        29,        12,        29
       -21,       -36,       -21,        -9,       -21
        -3,         6,        -3,        -1,        -3
        -4,         3,        -4,        -2,        -4
        31,        29,        32,        13,        31
       -41,       -33,       -42,       -17,       -41
         1,        -1,         2,         0,         1
        19,        16,        18,         8,        19
       -26,       -26,       -26,       -11,       -26
        28,        26,        28,        12,        28
        13,         9,        14,         6,        13
       -11,        -8,       -12,        -5,       -11
       -12,        -8,       -12,        -5,       -12
        51,        47,        52,        22,        51
       -63,       -60,       -63,       -27,       -63
        12,        14,        12,         5,        12
       -14,       -10,       -14,        -6,       -14
         9,        -8,         8,         4,         9
        -3,        -1,        -2,        -1,        -3
        13,        13,        13,         5,        13
        -6,         0,        -6,        -2,        -6
       -12,       -11,       -13,        -5,       -12
        30,        15,        30,        12,        30
       -36,       -25,       -35,       -15,       -36
       -54,       -48,       -54,       -23,       -54
        78,        69,        78,        33,        78
        -3,         9,        -3,        -1,        -3
       -16,       -20,       -17,        -7,       -16
        17,        22,        17,         7,        17
       -18,       -22,       -17,        -7,       -18
        26,        29,        26,        11,        26
       -32,       -34,       -33,       -14,       -32
        22,        22,        22,         9,        22
         6,         3,         6,         3,         6
        32,        20,        32,        14,        32
       -61,       -49,       -61,       -26,       -61
        34,        32,        34,        14,        34
       -17,       -15,       -17,        -7,       -17
        24,        26,        24,        10,        24
        16,        12,        17,         7,        16
       -44,       -37,       -44,       -19,       -44
        41,        33,        40,        18,        41
       -30,       -28,       -29,       -13,       -30
        42,        43,        42,        18,        42
       -30,       -32,       -30,       -13,       -30
        30,        37,        30,        13,        30
       -20,       -23,       -20,        -9,       -20
       -19,       -27,       -20,        -8,       -19
       -19,       -15,       -18,        -8,       -19
        33,        28,        33,        14,        33
        -3,         2,        -3,        -1,        -3
       -24,       -23,       -24,       -10,       -24
        47,        47,        47,        20,        47
       -56,       -50,       -56,       -24,       -56
        20,        17,        20,         8,        20
        36,        36,        36,        16,        36
       -31,       -32,       -31,       -14,       -31
         9,        15,         9,         4,         9
        15,         7,        15,         7,        15
       -17,       -19,       -18,        -8,       -17
        12,        19,        13,         5,        12
       -43,       -43,       -43,       -18,       -43
        31,        26,        31,        13,        31
